#	x_axis	y_axis
	 0	-0.0374929
	 4.16667e-06	0.071294
	 8.33333e-06	0.179785
	 1.25e-05	0.286895
	 1.66667e-05	0.391608
	 2.08333e-05	0.492993
	 2.5e-05	0.590215
	 2.91667e-05	0.682547
	 3.33333e-05	0.769377
	 3.75e-05	0.850216
	 4.16667e-05	0.9247
	 4.58333e-05	0.992588
	 5e-05	1.05377
	 5.41667e-05	1.10823
	 5.83333e-05	1.15611
	 6.25e-05	1.1976
	 6.66667e-05	1.23302
	 7.08333e-05	1.26275
	 7.5e-05	1.28724
	 7.91667e-05	1.30699
	 8.33333e-05	1.32254
	 8.75e-05	1.33443
	 9.16667e-05	1.34322
	 9.58333e-05	1.34943
	 0.0001	1.35357
	 0.000104167	1.35609
	 0.000108333	1.35739
	 0.0001125	1.3578
	 0.000116667	1.35755
	 0.000120833	1.35681
	 0.000125	1.35564
	 0.000129167	1.35399
	 0.000133333	1.35176
	 0.0001375	1.34872
	 0.000141667	1.34459
	 0.000145833	1.339
	 0.00015	1.33151
	 0.000154167	1.32167
	 0.000158333	1.30898
	 0.0001625	1.29291
	 0.000166667	1.27297
	 0.000170833	1.24866
	 0.000175	1.21953
	 0.000179167	1.1852
	 0.000183333	1.14534
	 0.0001875	1.09969
	 0.000191667	1.04812
	 0.000195833	0.990581
	 0.0002	0.927126
	 0.000204167	0.857937
	 0.000208333	0.783304
	 0.0002125	0.703636
	 0.000216667	0.619451
	 0.000220833	0.531374
	 0.000225	0.440128
	 0.000229167	0.346523
	 0.000233333	0.251443
	 0.0002375	0.155834
	 0.000241667	0.060688
	 0.000245833	-0.0329758
	 0.00025	-0.124126
	 0.000254167	-0.211737
	 0.000258333	-0.294809
	 0.0002625	-0.372379
	 0.000266667	-0.443545
	 0.000270833	-0.507475
	 0.000275	-0.563424
	 0.000279167	-0.610747
	 0.000283333	-0.648904
	 0.0002875	-0.677477
	 0.000291667	-0.696169
	 0.000295833	-0.704812
	 0.0003	-0.70337
	 0.000304167	-0.691934
	 0.000308333	-0.670729
	 0.0003125	-0.640103
	 0.000316667	-0.600523
	 0.000320833	-0.552569
	 0.000325	-0.496927
	 0.000329167	-0.434376
	 0.000333334	-0.365777
	 0.0003375	-0.292062
	 0.000341667	-0.214222
	 0.000345834	-0.133294
	 0.00035	-0.0503435
	 0.000354167	0.0335452
	 0.000358334	0.117285
	 0.0003625	0.199797
	 0.000366667	0.280029
	 0.000370834	0.356963
	 0.000375	0.429629
	 0.000379167	0.497119
	 0.000383334	0.558595
	 0.0003875	0.613299
	 0.000391667	0.660566
	 0.000395834	0.699825
	 0.0004	0.730614
	 0.000404167	0.752579
	 0.000408334	0.765481
	 0.0004125	0.769203
	 0.000416667	0.763745
	 0.000420834	0.74923
	 0.000425	0.725902
	 0.000429167	0.694123
	 0.000433334	0.654369
	 0.0004375	0.607229
	 0.000441667	0.55339
	 0.000445834	0.493638
	 0.000450001	0.428843
	 0.000454167	0.359949
	 0.000458334	0.287964
	 0.000462501	0.213945
	 0.000466667	0.138984
	 0.000470834	0.0641948
	 0.000475001	-0.00930519
	 0.000479167	-0.0804093
	 0.000483334	-0.148038
	 0.000487501	-0.211155
	 0.000491667	-0.268784
