#	x_axis	y_axis
	 0	-135.878
	 0.46875	-136.072
	 0.9375	-140.536
	 1.40625	-138.614
	 1.875	-139.18
	 2.34375	-143.74
	 2.8125	-147.566
	 3.28125	-148.45
	 3.75	-149.365
	 4.21875	-154.226
	 4.6875	-153.895
	 5.15625	-155.81
	 5.625	-160.077
	 6.09375	-159.564
	 6.5625	-159.65
	 7.03125	-162.895
	 7.5	-165.256
	 7.96875	-163.213
	 8.4375	-164.182
	 8.90625	-165.754
	 9.375	-163.86
	 9.84375	-161.336
	 10.3125	-163.684
	 10.7812	-162.905
	 11.25	-163.985
	 11.7188	-162.933
	 12.1875	-164.455
	 12.6562	-162.497
	 13.125	-163.732
	 13.5938	-160.681
	 14.0625	-162.388
	 14.5312	-162.567
	 15	-161.581
	 15.4688	-157.587
	 15.9375	-159.981
	 16.4062	-160.813
	 16.875	-158.042
	 17.3438	-155.422
	 17.8125	-156.926
	 18.2812	-148.12
	 18.75	-133.28
	 19.2188	-132.963
	 19.6875	-145.692
	 20.1562	-156.698
	 20.625	-157.998
	 21.0938	-151.3
	 21.5625	-158.315
	 22.0312	-155.811
	 22.5	-156.096
	 22.9688	-152.52
	 23.4375	-157.304
	 23.9062	-157.146
	 24.375	-155.588
	 24.8438	-151.154
	 25.3125	-155.121
	 25.7812	-153.309
	 26.25	-151.629
	 26.7188	-151.414
	 27.1875	-151.283
	 27.6562	-152.844
	 28.125	-153.004
	 28.5938	-148.924
	 29.0625	-148.122
	 29.5312	-150.491
	 30	-148.221
	 30.4688	-146.829
	 30.9375	-148.817
	 31.4062	-146.295
	 31.875	-144.776
	 32.3438	-145.298
	 32.8125	-143.822
	 33.2812	-137.982
	 33.75	-135.678
	 34.2188	-136.886
	 34.6875	-130.406
	 35.1562	-126.837
	 35.625	-128.852
	 36.0938	-126.097
	 36.5625	-121.031
	 37.0312	-120.916
	 37.5	-118.691
	 37.9688	-112.547
	 38.4375	-109.587
	 38.9062	-114.438
	 39.375	-118.134
	 39.8438	-116.354
	 40.3125	-120.695
	 40.7812	-120.731
	 41.25	-119.813
	 41.7188	-122.407
	 42.1875	-125.659
	 42.6562	-122.567
	 43.125	-124.095
	 43.5938	-128.186
	 44.0625	-126.234
	 44.5312	-123.16
	 45	-126.378
	 45.4688	-125.159
	 45.9375	-121.735
	 46.4062	-122.427
	 46.875	-122.237
	 47.3438	-115.805
	 47.8125	-113.131
	 48.2812	-115.105
	 48.75	-110.574
	 49.2188	-108.359
	 49.6875	-110.112
	 50.1562	-104.23
	 50.625	-101.092
	 51.0938	-100.124
	 51.5625	-91.0241
	 52.0312	-81.2091
	 52.5	-73.5078
	 52.9688	-69.1064
	 53.4375	-65.1661
	 53.9062	-61.4522
	 54.375	-58.4341
	 54.8438	-51.256
	 55.3125	-42.6277
	 55.7812	-39.0393
	 56.25	-37.6869
	 56.7188	-43.6914
	 57.1875	-43.3683
	 57.6562	-38.9107
	 58.125	-38.5858
	 58.5938	-42.6877
	 59.0625	-50.5083
	 59.5312	-56.2861
	 60	-59.6598
	 60.4688	-60.9437
	 60.9375	-67.2393
	 61.4062	-69.6828
	 61.875	-76.1827
	 62.3438	-84.91
	 62.8125	-93.6471
	 63.2812	-95.7048
	 63.75	-96.7253
	 64.2188	-101.197
	 64.6875	-99.9191
	 65.1562	-101.544
	 65.625	-103.174
	 66.0938	-98.3876
	 66.5625	-91.9914
	 67.0312	-91.6739
	 67.5	-97.866
	 67.9688	-103.798
	 68.4375	-109.163
	 68.9062	-117.11
	 69.375	-118.045
	 69.8438	-120.918
	 70.3125	-128.243
	 70.7812	-125.975
	 71.25	-128.614
	 71.7188	-131.506
	 72.1875	-132.447
	 72.6562	-132.695
	 73.125	-133.912
	 73.5938	-136.544
	 74.0625	-131.681
	 74.5312	-134.771
	 75	-136.371
	 75.4688	-133.753
	 75.9375	-129.889
	 76.4062	-135.048
	 76.875	-139.837
	 77.3438	-137.31
	 77.8125	-139.691
	 78.2812	-143.55
	 78.75	-141.505
	 79.2188	-143.553
	 79.6875	-145.927
	 80.1562	-145.682
